Turn: R30    | Dial: 50 -> 80 | Zero passes: 0
Turn: L24    | Dial: 24 ->  0 | Zero passes: 2126  <== HIT 0!
Turn: R42    | Dial:  0 -> 42 | Zero passes: 2126
Turn: L1     | Dial: 42 -> 41 | Zero passes: 2126
Turn: R59    | Dial: 41 ->  0 | Zero passes: 2127  <== HIT 0!
Turn: R60    | Dial:  0 -> 60 | Zero passes: 2127
Turn: R48    | Dial: 60 ->  8 | Zero passes: 2128
Turn: L1     | Dial:  8 ->  7 | Zero passes: 2128
Turn: R931   | Dial:  7 -> 38 | Zero passes: 2137
Turn: L238   | Dial: 38 ->  0 | Zero passes: 2140  <== HIT 0!
Turn: L32    | Dial:  0 -> 68 | Zero passes: 2140
Turn: R54    | Dial: 68 -> 22 | Zero passes: 2141
Turn: L846   | Dial: 22 -> 76 | Zero passes: 2150
Turn: L76    | Dial: 76 ->  0 | Zero passes: 2151  <== HIT 0!
Turn: R924   | Dial:  0 -> 24 | Zero passes: 2160
Turn: R4     | Dial: 24 -> 28 | Zero passes: 2160
Turn: R237   | Dial: 28 -> 65 | Zero passes: 2162
Turn: L65    | Dial: 65 ->  0 | Zero passes: 2163  <== HIT 0!
Turn: L14    | Dial:  0 -> 86 | Zero passes: 2163
Turn: R14    | Dial: 86 ->  0 | Zero passes: 2164  <== HIT 0!
Turn: L931   | Dial:  0 -> 69 | Zero passes: 2173
Turn: R50    | Dial: 69 -> 19 | Zero passes: 2174
Turn: L19    | Dial: 19 ->  0 | Zero passes: 2175  <== HIT 0!
Turn: L92    | Dial:  0 ->  8 | Zero passes: 2175
Turn: L1     | Dial:  8 ->  7 | Zero passes: 2175
Turn: L7     | Dial:  7 ->  0 | Zero passes: 2176  <== HIT 0!
Turn: R9     | Dial:  0 ->  9 | Zero passes: 2176
Turn: L9     | Dial:  9 ->  0 | Zero passes: 2177  <== HIT 0!
Turn: R91    | Dial:  0 -> 91 | Zero passes: 2177
Turn: R148   | Dial: 91 -> 39 | Zero passes: 2179
Turn: R61    | Dial: 39 ->  0 | Zero passes: 2180  <== HIT 0!
Turn: L60    | Dial:  0 -> 40 | Zero passes: 2180
Turn: L40    | Dial: 40 ->  0 | Zero passes: 2181  <== HIT 0!
Turn: L71    | Dial:  0 -> 29 | Zero passes: 2181
Turn: R71    | Dial: 29 ->  0 | Zero passes: 2182  <== HIT 0!
Turn: R51    | Dial:  0 -> 51 | Zero passes: 2182
Turn: R82    | Dial: 51 -> 33 | Zero passes: 2183
Turn: R712   | Dial: 33 -> 45 | Zero passes: 2190
Turn: L97    | Dial: 45 -> 48 | Zero passes: 2191
Turn: R22    | Dial: 48 -> 70 | Zero passes: 2191
Turn: R30    | Dial: 70 ->  0 | Zero passes: 2192  <== HIT 0!
Turn: L68    | Dial:  0 -> 32 | Zero passes: 2192
Turn: L3     | Dial: 32 -> 29 | Zero passes: 2192
Turn: R99    | Dial: 29 -> 28 | Zero passes: 2193
Turn: L10    | Dial: 28 -> 18 | Zero passes: 2193
Turn: R448   | Dial: 18 -> 66 | Zero passes: 2197
Turn: L66    | Dial: 66 ->  0 | Zero passes: 2198  <== HIT 0!
Turn: R382   | Dial:  0 -> 82 | Zero passes: 2201
Turn: L82    | Dial: 82 ->  0 | Zero passes: 2202  <== HIT 0!
Turn: R664   | Dial:  0 -> 64 | Zero passes: 2208
Turn: R36    | Dial: 64 ->  0 | Zero passes: 2209  <== HIT 0!
Turn: R41    | Dial:  0 -> 41 | Zero passes: 2209
Turn: R663   | Dial: 41 ->  4 | Zero passes: 2216
Turn: R68    | Dial:  4 -> 72 | Zero passes: 2216
Turn: L32    | Dial: 72 -> 40 | Zero passes: 2216
Turn: R60    | Dial: 40 ->  0 | Zero passes: 2217  <== HIT 0!
Turn: R42    | Dial:  0 -> 42 | Zero passes: 2217
Turn: L460   | Dial: 42 -> 82 | Zero passes: 2222
Turn: R24    | Dial: 82 ->  6 | Zero passes: 2223
Turn: L92    | Dial:  6 -> 14 | Zero passes: 2224
Turn: R25    | Dial: 14 -> 39 | Zero passes: 2224
Turn: R661   | Dial: 39 ->  0 | Zero passes: 2231  <== HIT 0!
Turn: L83    | Dial:  0 -> 17 | Zero passes: 2231
Turn: L443   | Dial: 17 -> 74 | Zero passes: 2236
Turn: R26    | Dial: 74 ->  0 | Zero passes: 2237  <== HIT 0!
Turn: L34    | Dial:  0 -> 66 | Zero passes: 2237
Turn: R81    | Dial: 66 -> 47 | Zero passes: 2238
Turn: L47    | Dial: 47 ->  0 | Zero passes: 2239  <== HIT 0!
Turn: R526   | Dial:  0 -> 26 | Zero passes: 2244
Turn: L26    | Dial: 26 ->  0 | Zero passes: 2245  <== HIT 0!
Turn: R69    | Dial:  0 -> 69 | Zero passes: 2245
Turn: R9     | Dial: 69 -> 78 | Zero passes: 2245
Turn: L53    | Dial: 78 -> 25 | Zero passes: 2245
Turn: L733   | Dial: 25 -> 92 | Zero passes: 2253
Turn: R708   | Dial: 92 ->  0 | Zero passes: 2261  <== HIT 0!
Turn: R67    | Dial:  0 -> 67 | Zero passes: 2261
Turn: L48    | Dial: 67 -> 19 | Zero passes: 2261
Turn: L88    | Dial: 19 -> 31 | Zero passes: 2262
Turn: L12    | Dial: 31 -> 19 | Zero passes: 2262
Turn: R881   | Dial: 19 ->  0 | Zero passes: 2271  <== HIT 0!
Turn: R7     | Dial:  0 ->  7 | Zero passes: 2271
Turn: L58    | Dial:  7 -> 49 | Zero passes: 2272
Turn: R351   | Dial: 49 ->  0 | Zero passes: 2276  <== HIT 0!
Turn: R7     | Dial:  0 ->  7 | Zero passes: 2276
Turn: L52    | Dial:  7 -> 55 | Zero passes: 2277
Turn: L55    | Dial: 55 ->  0 | Zero passes: 2278  <== HIT 0!
Turn: L27    | Dial:  0 -> 73 | Zero passes: 2278
Turn: L89    | Dial: 73 -> 84 | Zero passes: 2279
Turn: R32    | Dial: 84 -> 16 | Zero passes: 2280
Turn: L14    | Dial: 16 ->  2 | Zero passes: 2280
Turn: L28    | Dial:  2 -> 74 | Zero passes: 2281
Turn: R26    | Dial: 74 ->  0 | Zero passes: 2282  <== HIT 0!
Turn: R7     | Dial:  0 ->  7 | Zero passes: 2282
Turn: R93    | Dial:  7 ->  0 | Zero passes: 2283  <== HIT 0!
Turn: L17    | Dial:  0 -> 83 | Zero passes: 2283
Turn: R82    | Dial: 83 -> 65 | Zero passes: 2284
Turn: L65    | Dial: 65 ->  0 | Zero passes: 2285  <== HIT 0!
Turn: R887   | Dial:  0 -> 87 | Zero passes: 2293
Turn: L61    | Dial: 87 -> 26 | Zero passes: 2293
Turn: R86    | Dial: 26 -> 12 | Zero passes: 2294
Turn: R49    | Dial: 12 -> 61 | Zero passes: 2294
Turn: R97    | Dial: 61 -> 58 | Zero passes: 2295
Turn: L58    | Dial: 58 ->  0 | Zero passes: 2296  <== HIT 0!
Turn: L66    | Dial:  0 -> 34 | Zero passes: 2296
Turn: R66    | Dial: 34 ->  0 | Zero passes: 2297  <== HIT 0!
Turn: R47    | Dial:  0 -> 47 | Zero passes: 2297
Turn: R993   | Dial: 47 -> 40 | Zero passes: 2307
Turn: L240   | Dial: 40 ->  0 | Zero passes: 2310  <== HIT 0!
Turn: L70    | Dial:  0 -> 30 | Zero passes: 2310
Turn: R70    | Dial: 30 ->  0 | Zero passes: 2311  <== HIT 0!
Turn: L44    | Dial:  0 -> 56 | Zero passes: 2311
Turn: R13    | Dial: 56 -> 69 | Zero passes: 2311
Turn: L971   | Dial: 69 -> 98 | Zero passes: 2321
Turn: R73    | Dial: 98 -> 71 | Zero passes: 2322
Turn: L32    | Dial: 71 -> 39 | Zero passes: 2322
Turn: R59    | Dial: 39 -> 98 | Zero passes: 2322
Turn: L73    | Dial: 98 -> 25 | Zero passes: 2322
Turn: R75    | Dial: 25 ->  0 | Zero passes: 2323  <== HIT 0!
Turn: L94    | Dial:  0 ->  6 | Zero passes: 2323
Turn: L70    | Dial:  6 -> 36 | Zero passes: 2324
Turn: R6     | Dial: 36 -> 42 | Zero passes: 2324
Turn: L72    | Dial: 42 -> 70 | Zero passes: 2325
Turn: R27    | Dial: 70 -> 97 | Zero passes: 2325
Turn: R95    | Dial: 97 -> 92 | Zero passes: 2326
Turn: R8     | Dial: 92 ->  0 | Zero passes: 2327  <== HIT 0!
Turn: L41    | Dial:  0 -> 59 | Zero passes: 2327
Turn: R21    | Dial: 59 -> 80 | Zero passes: 2327
Turn: R34    | Dial: 80 -> 14 | Zero passes: 2328
Turn: R223   | Dial: 14 -> 37 | Zero passes: 2330
Turn: R18    | Dial: 37 -> 55 | Zero passes: 2330
Turn: L51    | Dial: 55 ->  4 | Zero passes: 2330
Turn: R27    | Dial:  4 -> 31 | Zero passes: 2330
Turn: R95    | Dial: 31 -> 26 | Zero passes: 2331
Turn: R74    | Dial: 26 ->  0 | Zero passes: 2332  <== HIT 0!
Turn: L10    | Dial:  0 -> 90 | Zero passes: 2332
Turn: L90    | Dial: 90 ->  0 | Zero passes: 2333  <== HIT 0!
Turn: R658   | Dial:  0 -> 58 | Zero passes: 2339
Turn: R27    | Dial: 58 -> 85 | Zero passes: 2339
Turn: R215   | Dial: 85 ->  0 | Zero passes: 2342  <== HIT 0!
Turn: L3     | Dial:  0 -> 97 | Zero passes: 2342
Turn: R3     | Dial: 97 ->  0 | Zero passes: 2343  <== HIT 0!
Turn: L65    | Dial:  0 -> 35 | Zero passes: 2343
Turn: L80    | Dial: 35 -> 55 | Zero passes: 2344
Turn: R38    | Dial: 55 -> 93 | Zero passes: 2344
Turn: L46    | Dial: 93 -> 47 | Zero passes: 2344
Turn: L16    | Dial: 47 -> 31 | Zero passes: 2344
Turn: L91    | Dial: 31 -> 40 | Zero passes: 2345
Turn: R260   | Dial: 40 ->  0 | Zero passes: 2348  <== HIT 0!
Turn: R63    | Dial:  0 -> 63 | Zero passes: 2348
Turn: R28    | Dial: 63 -> 91 | Zero passes: 2348
Turn: L99    | Dial: 91 -> 92 | Zero passes: 2349
Turn: L92    | Dial: 92 ->  0 | Zero passes: 2350  <== HIT 0!
Turn: R28    | Dial:  0 -> 28 | Zero passes: 2350
Turn: L96    | Dial: 28 -> 32 | Zero passes: 2351
Turn: L332   | Dial: 32 ->  0 | Zero passes: 2355  <== HIT 0!
Turn: L82    | Dial:  0 -> 18 | Zero passes: 2355
Turn: L61    | Dial: 18 -> 57 | Zero passes: 2356
Turn: R628   | Dial: 57 -> 85 | Zero passes: 2362
Turn: R966   | Dial: 85 -> 51 | Zero passes: 2372
Turn: R33    | Dial: 51 -> 84 | Zero passes: 2372
Turn: L88    | Dial: 84 -> 96 | Zero passes: 2373
Turn: L519   | Dial: 96 -> 77 | Zero passes: 2378
Turn: L77    | Dial: 77 ->  0 | Zero passes: 2379  <== HIT 0!
Turn: L63    | Dial:  0 -> 37 | Zero passes: 2379
Turn: L399   | Dial: 37 -> 38 | Zero passes: 2383
Turn: R62    | Dial: 38 ->  0 | Zero passes: 2384  <== HIT 0!
Turn: L93    | Dial:  0 ->  7 | Zero passes: 2384
Turn: R793   | Dial:  7 ->  0 | Zero passes: 2392  <== HIT 0!
Turn: R63    | Dial:  0 -> 63 | Zero passes: 2392
Turn: L47    | Dial: 63 -> 16 | Zero passes: 2392
Turn: L5     | Dial: 16 -> 11 | Zero passes: 2392
Turn: R635   | Dial: 11 -> 46 | Zero passes: 2398
Turn: R71    | Dial: 46 -> 17 | Zero passes: 2399
Turn: L80    | Dial: 17 -> 37 | Zero passes: 2400
Turn: L78    | Dial: 37 -> 59 | Zero passes: 2401
Turn: L98    | Dial: 59 -> 61 | Zero passes: 2402
Turn: R45    | Dial: 61 ->  6 | Zero passes: 2403
Turn: L6     | Dial:  6 ->  0 | Zero passes: 2404  <== HIT 0!
Turn: L80    | Dial:  0 -> 20 | Zero passes: 2404
Turn: L20    | Dial: 20 ->  0 | Zero passes: 2405  <== HIT 0!
Turn: L31    | Dial:  0 -> 69 | Zero passes: 2405
Turn: R848   | Dial: 69 -> 17 | Zero passes: 2414
Turn: L61    | Dial: 17 -> 56 | Zero passes: 2415
Turn: R27    | Dial: 56 -> 83 | Zero passes: 2415
Turn: R44    | Dial: 83 -> 27 | Zero passes: 2416
Turn: R94    | Dial: 27 -> 21 | Zero passes: 2417
Turn: L621   | Dial: 21 ->  0 | Zero passes: 2424  <== HIT 0!
Turn: L36    | Dial:  0 -> 64 | Zero passes: 2424
Turn: L45    | Dial: 64 -> 19 | Zero passes: 2424
Turn: L40    | Dial: 19 -> 79 | Zero passes: 2425
Turn: L79    | Dial: 79 ->  0 | Zero passes: 2426  <== HIT 0!
Turn: L91    | Dial:  0 ->  9 | Zero passes: 2426
Turn: R49    | Dial:  9 -> 58 | Zero passes: 2426
Turn: R63    | Dial: 58 -> 21 | Zero passes: 2427
Turn: L59    | Dial: 21 -> 62 | Zero passes: 2428
Turn: R84    | Dial: 62 -> 46 | Zero passes: 2429
Turn: L17    | Dial: 46 -> 29 | Zero passes: 2429
Turn: L55    | Dial: 29 -> 74 | Zero passes: 2430
Turn: R67    | Dial: 74 -> 41 | Zero passes: 2431
Turn: L52    | Dial: 41 -> 89 | Zero passes: 2432
Turn: R11    | Dial: 89 ->  0 | Zero passes: 2433  <== HIT 0!
Turn: R66    | Dial:  0 -> 66 | Zero passes: 2433
Turn: R90    | Dial: 66 -> 56 | Zero passes: 2434
Turn: L75    | Dial: 56 -> 81 | Zero passes: 2435
Turn: L81    | Dial: 81 ->  0 | Zero passes: 2436  <== HIT 0!
Turn: R21    | Dial:  0 -> 21 | Zero passes: 2436
Turn: L78    | Dial: 21 -> 43 | Zero passes: 2437
Turn: L45    | Dial: 43 -> 98 | Zero passes: 2438
Turn: R74    | Dial: 98 -> 72 | Zero passes: 2439
Turn: R28    | Dial: 72 ->  0 | Zero passes: 2440  <== HIT 0!
Turn: L16    | Dial:  0 -> 84 | Zero passes: 2440
Turn: R416   | Dial: 84 ->  0 | Zero passes: 2445  <== HIT 0!
Turn: L89    | Dial:  0 -> 11 | Zero passes: 2445
Turn: L25    | Dial: 11 -> 86 | Zero passes: 2446
Turn: L86    | Dial: 86 ->  0 | Zero passes: 2447  <== HIT 0!
Turn: R6     | Dial:  0 ->  6 | Zero passes: 2447
Turn: R94    | Dial:  6 ->  0 | Zero passes: 2448  <== HIT 0!
Turn: R662   | Dial:  0 -> 62 | Zero passes: 2454
Turn: R38    | Dial: 62 ->  0 | Zero passes: 2455  <== HIT 0!
Turn: L40    | Dial:  0 -> 60 | Zero passes: 2455
Turn: L42    | Dial: 60 -> 18 | Zero passes: 2455
Turn: R61    | Dial: 18 -> 79 | Zero passes: 2455
Turn: L79    | Dial: 79 ->  0 | Zero passes: 2456  <== HIT 0!
Turn: R36    | Dial:  0 -> 36 | Zero passes: 2456
Turn: R59    | Dial: 36 -> 95 | Zero passes: 2456
Turn: R5     | Dial: 95 ->  0 | Zero passes: 2457  <== HIT 0!
Turn: L873   | Dial:  0 -> 27 | Zero passes: 2465
Turn: L40    | Dial: 27 -> 87 | Zero passes: 2466
Turn: L68    | Dial: 87 -> 19 | Zero passes: 2466
Turn: R5     | Dial: 19 -> 24 | Zero passes: 2466
Turn: R548   | Dial: 24 -> 72 | Zero passes: 2471
Turn: L793   | Dial: 72 -> 79 | Zero passes: 2479
Turn: L79    | Dial: 79 ->  0 | Zero passes: 2480  <== HIT 0!
Turn: R24    | Dial:  0 -> 24 | Zero passes: 2480
Turn: R876   | Dial: 24 ->  0 | Zero passes: 2489  <== HIT 0!
Turn: R59    | Dial:  0 -> 59 | Zero passes: 2489
Turn: L230   | Dial: 59 -> 29 | Zero passes: 2491
Turn: L52    | Dial: 29 -> 77 | Zero passes: 2492
Turn: L396   | Dial: 77 -> 81 | Zero passes: 2496
Turn: R19    | Dial: 81 ->  0 | Zero passes: 2497  <== HIT 0!
Turn: L68    | Dial:  0 -> 32 | Zero passes: 2497
Turn: L632   | Dial: 32 ->  0 | Zero passes: 2504  <== HIT 0!
Turn: L63    | Dial:  0 -> 37 | Zero passes: 2504
Turn: L37    | Dial: 37 ->  0 | Zero passes: 2505  <== HIT 0!
Turn: L92    | Dial:  0 ->  8 | Zero passes: 2505
Turn: L8     | Dial:  8 ->  0 | Zero passes: 2506  <== HIT 0!
Turn: L993   | Dial:  0 ->  7 | Zero passes: 2515
Turn: L41    | Dial:  7 -> 66 | Zero passes: 2516
Turn: L79    | Dial: 66 -> 87 | Zero passes: 2517
Turn: L524   | Dial: 87 -> 63 | Zero passes: 2522
Turn: R28    | Dial: 63 -> 91 | Zero passes: 2522
Turn: R9     | Dial: 91 ->  0 | Zero passes: 2523  <== HIT 0!
Turn: R138   | Dial:  0 -> 38 | Zero passes: 2524
Turn: L883   | Dial: 38 -> 55 | Zero passes: 2533
Turn: L98    | Dial: 55 -> 57 | Zero passes: 2534
Turn: R94    | Dial: 57 -> 51 | Zero passes: 2535
Turn: L71    | Dial: 51 -> 80 | Zero passes: 2536
Turn: R20    | Dial: 80 ->  0 | Zero passes: 2537  <== HIT 0!
Turn: L41    | Dial:  0 -> 59 | Zero passes: 2537
Turn: R41    | Dial: 59 ->  0 | Zero passes: 2538  <== HIT 0!
Turn: L363   | Dial:  0 -> 37 | Zero passes: 2541
Turn: R63    | Dial: 37 ->  0 | Zero passes: 2542  <== HIT 0!
Turn: L31    | Dial:  0 -> 69 | Zero passes: 2542
Turn: L69    | Dial: 69 ->  0 | Zero passes: 2543  <== HIT 0!
Turn: R3     | Dial:  0 ->  3 | Zero passes: 2543
Turn: L8     | Dial:  3 -> 95 | Zero passes: 2544
Turn: R36    | Dial: 95 -> 31 | Zero passes: 2545
Turn: L917   | Dial: 31 -> 14 | Zero passes: 2554
Turn: L56    | Dial: 14 -> 58 | Zero passes: 2555
Turn: R42    | Dial: 58 ->  0 | Zero passes: 2556  <== HIT 0!
Turn: L978   | Dial:  0 -> 22 | Zero passes: 2565
Turn: R30    | Dial: 22 -> 52 | Zero passes: 2565
Turn: R71    | Dial: 52 -> 23 | Zero passes: 2566
Turn: R736   | Dial: 23 -> 59 | Zero passes: 2573
Turn: L59    | Dial: 59 ->  0 | Zero passes: 2574  <== HIT 0!
Turn: R67    | Dial:  0 -> 67 | Zero passes: 2574
Turn: R33    | Dial: 67 ->  0 | Zero passes: 2575  <== HIT 0!
Turn: L142   | Dial:  0 -> 58 | Zero passes: 2576
Turn: R242   | Dial: 58 ->  0 | Zero passes: 2579  <== HIT 0!
Turn: L36    | Dial:  0 -> 64 | Zero passes: 2579
Turn: R236   | Dial: 64 ->  0 | Zero passes: 2582  <== HIT 0!
Turn: R23    | Dial:  0 -> 23 | Zero passes: 2582
Turn: R44    | Dial: 23 -> 67 | Zero passes: 2582
Turn: R72    | Dial: 67 -> 39 | Zero passes: 2583
Turn: R91    | Dial: 39 -> 30 | Zero passes: 2584
Turn: L20    | Dial: 30 -> 10 | Zero passes: 2584
Turn: L61    | Dial: 10 -> 49 | Zero passes: 2585
Turn: R65    | Dial: 49 -> 14 | Zero passes: 2586
Turn: R90    | Dial: 14 ->  4 | Zero passes: 2587
Turn: L4     | Dial:  4 ->  0 | Zero passes: 2588  <== HIT 0!
Turn: L38    | Dial:  0 -> 62 | Zero passes: 2588
Turn: L62    | Dial: 62 ->  0 | Zero passes: 2589  <== HIT 0!
Turn: R75    | Dial:  0 -> 75 | Zero passes: 2589
Turn: R21    | Dial: 75 -> 96 | Zero passes: 2589
Turn: L979   | Dial: 96 -> 17 | Zero passes: 2598
Turn: L58    | Dial: 17 -> 59 | Zero passes: 2599
Turn: L99    | Dial: 59 -> 60 | Zero passes: 2600
Turn: R92    | Dial: 60 -> 52 | Zero passes: 2601
Turn: L11    | Dial: 52 -> 41 | Zero passes: 2601
Turn: R57    | Dial: 41 -> 98 | Zero passes: 2601
Turn: R38    | Dial: 98 -> 36 | Zero passes: 2602
Turn: R337   | Dial: 36 -> 73 | Zero passes: 2605
Turn: R7     | Dial: 73 -> 80 | Zero passes: 2605
Turn: L74    | Dial: 80 ->  6 | Zero passes: 2605
Turn: L6     | Dial:  6 ->  0 | Zero passes: 2606  <== HIT 0!
Turn: R96    | Dial:  0 -> 96 | Zero passes: 2606
Turn: R12    | Dial: 96 ->  8 | Zero passes: 2607
Turn: L8     | Dial:  8 ->  0 | Zero passes: 2608  <== HIT 0!
Turn: L27    | Dial:  0 -> 73 | Zero passes: 2608
Turn: L11    | Dial: 73 -> 62 | Zero passes: 2608
Turn: R2     | Dial: 62 -> 64 | Zero passes: 2608
Turn: L64    | Dial: 64 ->  0 | Zero passes: 2609  <== HIT 0!
Turn: L61    | Dial:  0 -> 39 | Zero passes: 2609
Turn: L39    | Dial: 39 ->  0 | Zero passes: 2610  <== HIT 0!
Turn: R24    | Dial:  0 -> 24 | Zero passes: 2610
Turn: L2     | Dial: 24 -> 22 | Zero passes: 2610
Turn: R875   | Dial: 22 -> 97 | Zero passes: 2618
Turn: L35    | Dial: 97 -> 62 | Zero passes: 2618
Turn: R47    | Dial: 62 ->  9 | Zero passes: 2619
Turn: L9     | Dial:  9 ->  0 | Zero passes: 2620  <== HIT 0!
Turn: R90    | Dial:  0 -> 90 | Zero passes: 2620
Turn: L53    | Dial: 90 -> 37 | Zero passes: 2620
Turn: R11    | Dial: 37 -> 48 | Zero passes: 2620
Turn: R86    | Dial: 48 -> 34 | Zero passes: 2621
Turn: R66    | Dial: 34 ->  0 | Zero passes: 2622  <== HIT 0!
Turn: L8     | Dial:  0 -> 92 | Zero passes: 2622
Turn: R8     | Dial: 92 ->  0 | Zero passes: 2623  <== HIT 0!
Turn: L48    | Dial:  0 -> 52 | Zero passes: 2623
Turn: L167   | Dial: 52 -> 85 | Zero passes: 2625
Turn: L85    | Dial: 85 ->  0 | Zero passes: 2626  <== HIT 0!
Turn: L833   | Dial:  0 -> 67 | Zero passes: 2634
Turn: R2     | Dial: 67 -> 69 | Zero passes: 2634
Turn: L28    | Dial: 69 -> 41 | Zero passes: 2634
Turn: R220   | Dial: 41 -> 61 | Zero passes: 2636
Turn: L36    | Dial: 61 -> 25 | Zero passes: 2636
Turn: L97    | Dial: 25 -> 28 | Zero passes: 2637
Turn: R72    | Dial: 28 ->  0 | Zero passes: 2638  <== HIT 0!
Turn: R44    | Dial:  0 -> 44 | Zero passes: 2638
Turn: R9     | Dial: 44 -> 53 | Zero passes: 2638
Turn: L53    | Dial: 53 ->  0 | Zero passes: 2639  <== HIT 0!
Turn: L395   | Dial:  0 ->  5 | Zero passes: 2642
Turn: L26    | Dial:  5 -> 79 | Zero passes: 2643
Turn: L45    | Dial: 79 -> 34 | Zero passes: 2643
Turn: L84    | Dial: 34 -> 50 | Zero passes: 2644
Turn: R2     | Dial: 50 -> 52 | Zero passes: 2644
Turn: R48    | Dial: 52 ->  0 | Zero passes: 2645  <== HIT 0!
Turn: L34    | Dial:  0 -> 66 | Zero passes: 2645
Turn: R32    | Dial: 66 -> 98 | Zero passes: 2645
Turn: R24    | Dial: 98 -> 22 | Zero passes: 2646
Turn: L8     | Dial: 22 -> 14 | Zero passes: 2646
Turn: R13    | Dial: 14 -> 27 | Zero passes: 2646
Turn: R73    | Dial: 27 ->  0 | Zero passes: 2647  <== HIT 0!
Turn: R491   | Dial:  0 -> 91 | Zero passes: 2651
Turn: R9     | Dial: 91 ->  0 | Zero passes: 2652  <== HIT 0!
Turn: R39    | Dial:  0 -> 39 | Zero passes: 2652
Turn: L42    | Dial: 39 -> 97 | Zero passes: 2653
Turn: L616   | Dial: 97 -> 81 | Zero passes: 2659
Turn: L81    | Dial: 81 ->  0 | Zero passes: 2660  <== HIT 0!
Turn: R44    | Dial:  0 -> 44 | Zero passes: 2660
Turn: L78    | Dial: 44 -> 66 | Zero passes: 2661
Turn: L35    | Dial: 66 -> 31 | Zero passes: 2661
Turn: L31    | Dial: 31 ->  0 | Zero passes: 2662  <== HIT 0!
Turn: R576   | Dial:  0 -> 76 | Zero passes: 2667
Turn: L26    | Dial: 76 -> 50 | Zero passes: 2667
Turn: R30    | Dial: 50 -> 80 | Zero passes: 2667
Turn: R31    | Dial: 80 -> 11 | Zero passes: 2668
Turn: R6     | Dial: 11 -> 17 | Zero passes: 2668
Turn: R983   | Dial: 17 ->  0 | Zero passes: 2678  <== HIT 0!
Turn: R35    | Dial:  0 -> 35 | Zero passes: 2678
Turn: R465   | Dial: 35 ->  0 | Zero passes: 2683  <== HIT 0!
Turn: R99    | Dial:  0 -> 99 | Zero passes: 2683
Turn: R67    | Dial: 99 -> 66 | Zero passes: 2684
Turn: L9     | Dial: 66 -> 57 | Zero passes: 2684
Turn: L57    | Dial: 57 ->  0 | Zero passes: 2685  <== HIT 0!
Turn: R26    | Dial:  0 -> 26 | Zero passes: 2685
Turn: L17    | Dial: 26 ->  9 | Zero passes: 2685
Turn: L76    | Dial:  9 -> 33 | Zero passes: 2686
Turn: L86    | Dial: 33 -> 47 | Zero passes: 2687
Turn: L480   | Dial: 47 -> 67 | Zero passes: 2692
Turn: R42    | Dial: 67 ->  9 | Zero passes: 2693
Turn: L44    | Dial:  9 -> 65 | Zero passes: 2694
Turn: L65    | Dial: 65 ->  0 | Zero passes: 2695  <== HIT 0!
Turn: R292   | Dial:  0 -> 92 | Zero passes: 2697
Turn: R8     | Dial: 92 ->  0 | Zero passes: 2698  <== HIT 0!
Turn: L35    | Dial:  0 -> 65 | Zero passes: 2698
Turn: L13    | Dial: 65 -> 52 | Zero passes: 2698
Turn: R10    | Dial: 52 -> 62 | Zero passes: 2698
Turn: R5     | Dial: 62 -> 67 | Zero passes: 2698
Turn: L11    | Dial: 67 -> 56 | Zero passes: 2698
Turn: R32    | Dial: 56 -> 88 | Zero passes: 2698
Turn: L88    | Dial: 88 ->  0 | Zero passes: 2699  <== HIT 0!
Turn: R34    | Dial:  0 -> 34 | Zero passes: 2699
Turn: R33    | Dial: 34 -> 67 | Zero passes: 2699
Turn: R794   | Dial: 67 -> 61 | Zero passes: 2707
Turn: L92    | Dial: 61 -> 69 | Zero passes: 2708
Turn: L69    | Dial: 69 ->  0 | Zero passes: 2709  <== HIT 0!
Turn: R25    | Dial:  0 -> 25 | Zero passes: 2709
Turn: L25    | Dial: 25 ->  0 | Zero passes: 2710  <== HIT 0!
Turn: L42    | Dial:  0 -> 58 | Zero passes: 2710
Turn: R59    | Dial: 58 -> 17 | Zero passes: 2711
Turn: L4     | Dial: 17 -> 13 | Zero passes: 2711
Turn: R87    | Dial: 13 ->  0 | Zero passes: 2712  <== HIT 0!
Turn: L802   | Dial:  0 -> 98 | Zero passes: 2720
Turn: R840   | Dial: 98 -> 38 | Zero passes: 2729
Turn: R13    | Dial: 38 -> 51 | Zero passes: 2729
Turn: R49    | Dial: 51 ->  0 | Zero passes: 2730  <== HIT 0!
Turn: L57    | Dial:  0 -> 43 | Zero passes: 2730
Turn: L8     | Dial: 43 -> 35 | Zero passes: 2730
Turn: R35    | Dial: 35 -> 70 | Zero passes: 2730
Turn: L53    | Dial: 70 -> 17 | Zero passes: 2730
Turn: R83    | Dial: 17 ->  0 | Zero passes: 2731  <== HIT 0!
Turn: R60    | Dial:  0 -> 60 | Zero passes: 2731
Turn: R40    | Dial: 60 ->  0 | Zero passes: 2732  <== HIT 0!
Turn: R43    | Dial:  0 -> 43 | Zero passes: 2732
Turn: L43    | Dial: 43 ->  0 | Zero passes: 2733  <== HIT 0!
Turn: L60    | Dial:  0 -> 40 | Zero passes: 2733
Turn: L40    | Dial: 40 ->  0 | Zero passes: 2734  <== HIT 0!
Turn: R399   | Dial:  0 -> 99 | Zero passes: 2737
Turn: R82    | Dial: 99 -> 81 | Zero passes: 2738
Turn: R664   | Dial: 81 -> 45 | Zero passes: 2745
Turn: R47    | Dial: 45 -> 92 | Zero passes: 2745
